"Brunei Post",brunei-post,673-2382888,http://www.post.gov.bn/,globalpost,//s.trackingmore.com/images/icons/express/companylogo/2160.jpg,BN,http://www.post.gov.bn/SitePages/TrackItems.aspx,文莱邮政
"DB Schenker",dbschenker,,https://www.dbschenker.com/,express,//s.trackingmore.com/images/icons/express/dbschenker.png,DE,,全球国际货运
"Bulgaria Post",bulgaria-post,"3592 949 3130",http://www.bgpost.bg/,globalpost,//s.trackingmore.com/images/icons/express/companylogo/2170.jpg,BG,http://www.bgpost.bg/IPSWebTracking/IPSWeb_item_events.asp?itemid=******&submit=Track,保加利亚邮政
"JINDOUYUN Logistics",jdy,15521336586,http://www.szjdy.ltd/,express,//s.trackingmore.com/images/icons/express/jdy.png,CN,http://www.szjdy.ltd/,金斗云物流
"Burkina Faso Post",sonapost,"(226) 25 30 64 20",http://www.sonapost.bf/,globalpost,//s.trackingmore.com/images/icons/express/companylogo/2180.jpg,BF,http://webtracking.sonapost.bf/webtracking/,布基纳法索邮政
"UK Mail",ukmail,,https://www.ukmail.com,express,//s.trackingmore.com/images/icons/express/ukmail.png,UK,,"UK Mail"
"Burundi Post",burundi-post,"(257) 22 32 51",http://www.poste.bi/indexen.htm,globalpost,//s.trackingmore.com/images/icons/express/companylogo/2190.jpg,BI,http://www.poste.bi/index.php?searchword=******&ordering=&searchphrase=all&Itemid=1&option=com_search&lang=en,布隆迪邮政
SINOAIR,sinoair,010-80418808,http://www.sinoair.com/index.php,express,//s.trackingmore.com/images/icons/express/sinoair.png,cn,http://www.sinoair.com/index.php,中外运
"ZHONGSU International",zhongsu,"+86 13705882229",http://zsgjky.com/,express,//s.trackingmore.com/images/icons/express/zhongsu.png,CN,http://zsgjky.com/,中速国际
"Cambodia Post",cambodia-post,"+855 23 723 51",http://www.cambodiapost.com.kh/,globalpost,//s.trackingmore.com/images/icons/express/companylogo/3020.jpg,KH,http://www.cambodiapost.com.kh/,柬埔寨邮政
Detrack,detrack,"+ 65 6844 0509",https://www.detrack.com,express,//s.trackingmore.com/images/icons/express/detrack.png,SG,,Detrack
"UK Asendia",uktracking-asendia,,https://uktracking.asendia.com,express,//s.trackingmore.com/images/icons/express/uktracking-asendia.png,UK,
"Cameroon Post",campost,"237 222 23 21 36",http://www.campost.cm/,globalpost,//s.trackingmore.com/images/icons/express/companylogo/3030.jpg,CM,http://tracking.campost.cm/,喀麦隆邮政
"Italy SDA",italy-sda,"+39 199 113366",http://www.sda.it/,express,//s.trackingmore.com/images/icons/express/italy-sda.png,IT,http://www.sda.it/SITO_SDA-WEB/dispatcher?id_ldv=******&invoker=home&LEN=ENG&execute2=ActionTracking.doGetTrackingHome&button=Go,意大利SDA
"Asendia UK Premium",asendia-wmp,,https://watchmyparcel.com/asendia,express,//s.trackingmore.com/images/icons/express/asendia-wmp.png,UK,
"Correios Cabo Verde",correios-cabo-verde,"(238) 800 10 09",http://www.correios.cv/,globalpost,//s.trackingmore.com/images/icons/express/companylogo/3060.jpg,CV,http://www.correios.cv/index.aspx?id_ferramenta=1775
Palletways,palletways,,https://www.palletwaysonline.com,express,//s.trackingmore.com/images/icons/express/palletways.png,UK,https://www.palletwaysonline.com/en-gb/tracking/******,Palletways
"T Cat",t-cat,412-8888,http://www.t-cat.com.tw/,express,//s.trackingmore.com/images/icons/express/t-cat.png,cn,https://www.t-cat.com.tw/inquire/explain.aspx,黑貓宅急便
Eshipping,yht,+86(0)755-88269803,http://www.eshippinggateway.com,express,//s.trackingmore.com/images/icons/express/yht.png,CN,http://www.eshippinggateway.com/tracking.html?orderNo=******,一海通
"JT Express PH",jt-express-ph,,https://www.jtexpress.ph/index/query/gzquery.html,express,//s.trackingmore.com/images/icons/express/jt-express-ph.png,PH,,jt-express-ph
"Fastway South Africa",fastway-za,,http://www.fastway.co.za/our-services/track-your-parcel,express,//s.trackingmore.com/images/icons/express/fastway-za.png,ZA,
Fastgo,fastgo,"+86 4008863278",http://www.fastgo.com.au/,express,//s.trackingmore.com/images/icons/express/fastgo.png,NZ,http://www.fastgo.com.au/index/index/logquery?order_sn=******&type=1,速派快递FastGo
"Colombia Post",colombia-post,"(57-1) 4722000",http://www.4-72.com.co/,globalpost,//s.trackingmore.com/images/icons/express/companylogo/3130.jpg,CO,http://www.4-72.com.co/,哥伦比亚邮政
Delcart,delcart-in,"+1 (800) 3000-2622",http://www.delcart.in/,express,//s.trackingmore.com/images/icons/express/delcart-in.png,IN,http://www.delcart.in/tracking_details_3.php,Delcart
Weaship,weaship,,http://www.weaship.com.cn/,express,//s.trackingmore.com/images/icons/express/weaship.png,CN,http://www.weaship.com.cn/,Weaship
PCA,pca,"1800 518 000",http://www.pcaexpress.com.au,express,//s.trackingmore.com/images/icons/express/pca.png,AU,https://www.pcaexpress.com.au/tracking/?c=******,PCA
Fulfillmen,fulfillmen,"+86 752-2313067",https://www.fulfillmen.com/,express,//s.trackingmore.com/images/icons/express/fulfillmen.png,,https://www.fulfillmen.com/tracking-links/,Fulfillmen
GTI,gti,0755-28213860,http://www.gti56.com/,express,//s.trackingmore.com/images/icons/express/gti.png,CN,http://www.gti56.com/,跨境易通
"City-Link Express",citylinkexpress,"+60 603-5565 8399",http://www.citylinkexpress.com/,express,//s.trackingmore.com/images/icons/express/citylinkexpress.png,MY,http://www.citylinkexpress.com/,City-Link(信递联）
"FTD Express",ftd,09-4436935,http://www.ftd.nz/,express,//s.trackingmore.com/images/icons/express/ftd.png,NZ,http://www.ftd.nz/query/,富腾达快递
tuffnells,tuffnells,,https://www.tuffnells.co.uk/track-and-trace,express,//s.trackingmore.com/images/icons/express/tuffnells.png,UK,,tuffnells
2GO,2go,"(+632) 77-99-222",http://supplychain.2go.com.ph/,express,//s.trackingmore.com/images/icons/express/2go.png,PH,https://supplychain.2go.com.ph/CustomerSupport/etrace/index.asp,2GO
"Parcel Freight Logistics",pflogistics,"+ 61 2 9746 9997",http://www.pflogistics.com.au/,express,//s.trackingmore.com/images/icons/express/pflogistics.png,AU,http://www.pflogistics.com.au/,"Parcel Freight Logistics"
"Shipgce Express",shipgce,626-527-5800,http://www.shipgce.com,express,//s.trackingmore.com/images/icons/express/shipgce.png,,https://express.shipgce.com/postcheck.htm?checkvalue=******&type=identity,飞洋快递
"Croatia Post",hrvatska-posta,"+(385) 072 303 304",http://www.posta.hr/,globalpost,//s.trackingmore.com/images/icons/express/companylogo/3190.jpg,HR,https://www.posta.hr/tracktrace.aspx?tracklng=en&broj=******,克罗地亚邮政
"Xend Express",xend,+63.2.806.9363,http://new.xend.com.ph/,express,//s.trackingmore.com/images/icons/express/xend.png,PH,http://tracker.xend.com.ph/?waybill=******,Xend
Exelot,exelot,,https://my.exelot.com/public/track/,express,//s.trackingmore.com/images/icons/express/exelot.png,IL,https://my.exelot.com/public/track/,Exelot
"Cuba Post",cuba-post,,http://www.correos.cu/rastreador-de-envios/,globalpost,//s.trackingmore.com/images/icons/express/companylogo/3200.jpg,CU,http://www.correos.cu/rastreador-de-envios/,古巴邮政
"Wise Express",wise-express,4008-206-207,http://www.shwise.cn/,express,//s.trackingmore.com/images/icons/express/wise-express.png,cn,http://www.shwise.cn/home/index.html#home-lnquire,万色速递
Sure56,sure56,400-158-9888,http://www.sure56.com,express,//s.trackingmore.com/images/icons/express/sure56.png,cn,http://www.sure56.com/Demo_contatc.asp,速尔快递
"CEVA Logistics",ceva-logistics,+1-800-888-4949,https://www.cevalogistics.com,express,//s.trackingmore.com/images/icons/express/ceva-logistics.png,US,https://www.cevalogistics.com/ceva-trak?sv=******&uid=,CEVA物流
"Cyprus Post",cyprus-post,77778013/0035722805745,http://www.mcw.gov.cy/,globalpost,//s.trackingmore.com/images/icons/express/companylogo/3210.jpg,CY,http://ipsweb.ptcmysore.gov.in/ipswebtracking/,塞浦路斯邮政
AIR21,air21,"+632 854-2100",http://www.air21.com.ph/,express,//s.trackingmore.com/images/icons/express/air21.png,PH,http://www.air21.com.ph/main/shipment-tracking.php,AIR21
"GATI Courier",gaticn,040-71204284,http://www.gati.com/,express,//s.trackingmore.com/images/icons/express/gaticn.png,cn,http://www.gaticn.com/site/tracking.html,GATI上海迦递
Cnpex,cnpex,"130 007 9988",http://www.cnpex.com.au/,express,//s.trackingmore.com/images/icons/express/cnpex.png,cn,http://www.cnpex.com.au/,中邮快递
"UBX Express",ubx-uk,"+44 01753 762 860",https://www.ubx.uk.net,express,//s.trackingmore.com/images/icons/express/ubx-uk.png,UK,https://www.ubx.uk.net/tracking/,"UBX Express"
"JT Express",jtexpress,400-820-1666,http://www.jtexpress.com.cn/,express,//s.trackingmore.com/images/icons/express/jtexpress.png,CN,http://www.jtexpress.com.cn/,极兔速递
"Denmark post",denmark-post,"+45 70 70 70 30",http://www.postdanmark.dk/,globalpost,//s.trackingmore.com/images/icons/express/companylogo/4010.jpg,DK,https://www.postnord.dk/en/track-and-trace#dynamicloading=true&shipmentid=******,丹麦邮政
"Airspeed International Corporation",airspeed,"(632) 852-7328 / 37",http://www.airspeed.com.ph/,express,//s.trackingmore.com/images/icons/express/airspeed.png,PH,https://www.airspeed.com.ph/support.html,"Airspeed International Corporation"
"DPEX China",szdpex,"+86 4000633198",http://www.szdpex.com.cn,express,//s.trackingmore.com/images/icons/express/szdpex.png,cn,https://dpex.com/track-and-trace/,DPEX国际快递（中国）
1hcang,1hcang,"+86 0755-89391959",http://www.1hcang.com/,express,//s.trackingmore.com/images/icons/express/1hcang.png,CN,http://www.1hcang.com/Tracking/Index?tracknos=******,1号仓
"Shree Mahabali Express",shree-mahabali-express,"+91 (0261)2410414",http://www.shreemahabaliexpress.com/,express,//s.trackingmore.com/images/icons/express/shree-mahabali-express.png,IN,,"Shree Mahabali Express"
Sailpost,sailpost,800933311,https://www.sailpost.it/traccia-il-pacco/,express,//s.trackingmore.com/images/icons/express/sailpost.png,IT,https://www.sailpost.it,Sailpost
"RAF Philippines",raf,"(632) 820-2920 to 25",http://www.raf.ph/,express,//s.trackingmore.com/images/icons/express/raf.png,PH,http://www.raf.ph/beta/,"RAF Philippines"
"Asyad Express",asyad,+96824506999,https://asyadexpress.com/track-your-order/,express,//s.trackingmore.com/images/icons/express/asyad.png,IL,https://asyadexpress.com/track-your-order/,"Asyad Express"
"Dominican Post",inposdom,(809)/534-5838,http://www.inposdom.gob.do/,globalpost,//s.trackingmore.com/images/icons/express/companylogo/4040.jpg,DO,,多米尼加邮政
YDH,ydhex,"+86 400-888-1378",http://www.ydhex.com,express,//s.trackingmore.com/images/icons/express/ydhex.png,,http://www.ydhex.com/tools/inquire?number=******,YDH义达物流
Tiki,tiki,"(62-21) 500 125",https://tiki.id/id/home,express,//s.trackingmore.com/images/icons/express/tiki.png,ID,https://tiki.id/id/tracking,Tiki
"Ecuador Post",correos-del-ecuador,"(593-2) 3829210",http://www.correosdelecuador.gob.ec/,globalpost,//s.trackingmore.com/images/icons/express/companylogo/5010.jpg,EC,https://www.correosdelecuador.gob.ec/rastreo-de-envios/,厄瓜多尔邮政
Sunyou,sunyou,400-607-5388,http://www.sunyou.hk/,express,//s.trackingmore.com/images/icons/express/sunyou.png,cn,https://www.sypost.net/search?orderNo=******,顺友物流
QuicKway,quickway,,http://www.quickway-sc.com/,express,//s.trackingmore.com/images/icons/express/quickway.png,,http://www.quickway-sc.com/TRACK.html,瞬程物流
"Egypt Post",egypt-post,16789,http://www.egyptpost.org/,globalpost,//s.trackingmore.com/images/icons/express/companylogo/5020.jpg,EG,https://www.egyptpost.org/track-details?itemReference=******,埃及邮政
Wahana,wahana,+62217341688,http://wahana.com/,express,//s.trackingmore.com/images/icons/express/wahana.png,ID,https://www.wahana.com/index#track,Wahana
"Janio Asia",janio,,http://tracker.janio.asia,express,//s.trackingmore.com/images/icons/express/janio.png,SG,https://tracker.janio.asia/******,"剑牛 Janio"
"El Salvador Post",el-salvador-post,"(503) 2527-7600",http://www.correos.gob.sv/,globalpost,//s.trackingmore.com/images/icons/express/companylogo/19030.jpg,SV,http://www.correos.gob.sv/,萨尔瓦多邮政
"DHL Global Mail Asia",dhlecommerce-asia,"+65 6883 0771",https://dhlecommerce.asia/Portal/Track,globalpost,//s.trackingmore.com/images/icons/express/dhlecommerce-asia.png,DE,https://ecommerceportal.dhl.com/track/?ref=,"DHL Global Mail Asia"
"Giao Hàng Nhanh",ghn,18001201,https://ghn.vn,express,//s.trackingmore.com/images/icons/express/ghn.png,VN,https://track.ghn.vn/order/tracking?code=******,"Giao Hàng Nhanh"
"Kerry Express TH",kerryexpress-th,,http://th.kerryexpress.com/en/home/,express,//s.trackingmore.com/images/icons/express/kerryexpress-th.png,US,
"Eritrea Post",eritrea-post,,http://www.eriposta.com/,globalpost,//s.trackingmore.com/images/icons/express/companylogo/5060.jpg,ER,http://www.eriposta.com/,厄立特里亚邮政
"DHL Active Tracing",dhl-active,"+1 2400 3388",https://activetracing.dhl.com/DatPublic/datSelection.do,express,//s.trackingmore.com/images/icons/express/dhl-active.png,,https://activetracing.dhl.com/DatPublic/datSelection.do,"DHL Active Tracing"
"Border Express",border-express,,http://www.borderexpress.com.au/,express,//s.trackingmore.com/images/icons/express/border-express.png,AU,https://www.borderexpress.com.au/tracking/?cn=******
"Estonia Post",omniva,"372 661 6616",https://www.omniva.ee/,globalpost,//s.trackingmore.com/images/icons/express/companylogo/5040.jpg,EE,https://www.omniva.ee/abi/jalgimine,爱沙尼亚邮政
"Viettel Post",viettelpost,"+84 1900 8095",http://en.viettelpost.com.vn/,express,//s.trackingmore.com/images/icons/express/viettelpost.png,VN,http://en.viettelpost.com.vn/,"Viettel Post"
"TT Sucha",twth,,http://www.ttsucha.com,express,//s.trackingmore.com/images/icons/express/twth.png,CN,http://www.ttsucha.com,twth
"Ethiopia Post",ethiopia-post,"+ 251 011 515 20 72",http://www.ethiopostal.com/,globalpost,//s.trackingmore.com/images/icons/express/companylogo/5050.jpg,ET,http://globaltracktrace.ptc.post/gtt.web/,埃塞俄比亚邮政
"TNT Reference",tnt-reference,"+1 800 558 5555",http://www.tnt.com/webtracker/tracker.do?navigation=1&respLang=en,express,//s.trackingmore.com/images/icons/express/tnt-reference.png,,http://www.tnt.com/webtracker/tracker.do?navigation=1&respLang=en,"TNT Reference"
"YL express",yunlu,"+86 18688668111",http://www.yl-scm.com/,express,//s.trackingmore.com/images/icons/express/yunlu.png,CN,http://www.yl-scm.com/Express-index.html?m=Express&a=index&waybill_number=******&doexp=%E6%9F%A5%E8%AF%A2,云路物流
"Faroe Islands Post",faroe-islands-post,"+298 34 60 00",http://www.posta.fo/,globalpost,//s.trackingmore.com/images/icons/express/companylogo/96020.jpg,FO,https://www.posta.fo/search?cc=******,法罗群岛邮政
Dotzot,dotzot,"+91 33004444",https://dotzot.in,express,//s.trackingmore.com/images/icons/express/dotzot.png,IN,http://dotzot.in/index-web.html,DotZot
"Fiji Post",fiji-post,"(63) 3302022",http://www.postfiji.com.fj/,globalpost,//s.trackingmore.com/images/icons/express/companylogo/6030.jpg,FJ,http://www.postfiji.com.fj/pages.cfm/services/track-trace/,斐济邮政
"Kangaroo Worldwide Express",kangaroo-my,"603-5518 8228",http://www.kangaroo.com.my/,express,//s.trackingmore.com/images/icons/express/kangaroo-my.png,MY,http://www.kangaroo.com.my/,"Kangaroo Worldwide Express"
NZCouriers,nzcouriers,,http://www.nzcouriers.co.nz,express,//s.trackingmore.com/images/icons/express/nzcouriers.png,US,https://www.nzcouriers.co.nz/nzc/servlet/ITNG_TAndTServlet?barcode_data=******&page=1&VCCA=Enabled&Key_Type=BarCode#Detail_0
"Finland Post - Posti",finland-posti,"358 200 77000",http://www.posti.fi/,globalpost,//s.trackingmore.com/images/icons/express/companylogo/6040.jpg,FI,https://www.posti.fi/private/tracking/#/?lang=en,芬兰邮政-Posti
"Jiayi Express",jiayi56,400-631-9999,http://www.jiayi56.com/,express,//s.trackingmore.com/images/icons/express/jiayi56.png,cn,http://221.214.94.21:8088/aspx/ydcx_kh.aspx,佳怡物流
"Kerry Express",kerryexpress,"1900 6663",https://kerryexpress.com.vn,express,//s.trackingmore.com/images/icons/express/kerryexpress.png,VN,https://kerryexpress.com.vn/tracking.aspx?tc=******,Kerry
"Hermes Borderguru",hermes-borderguru,,http://tracking.borderguru.com/,express,//s.trackingmore.com/images/icons/express/hermes-borderguru.png,US,https://tracking.borderguru.com/id/******,爱马仕边境古鲁
"Deltec Courier",deltec-courier,"+44 20 8569 6767",https://www.deltec-courier.com/,express,//s.trackingmore.com/images/icons/express/deltec-courier.png,UK,https://www.deltec-courier.com/services/track-and-trace,"Deltec Courier"
"GEL Express",gel-express,"+49 02154 - 9467 -0",https://gel-express.de/,express,//s.trackingmore.com/images/icons/express/gel-express.png,DE,https://srv4.thalmaier.de/gel/send/EN-en/TrackingAndTracing.aspx?sp=1&snr=******&submit.x=13&submit.y=7,"GEL 快递"
"Maxcellents Pte Ltd",maxcellents,"+65 81115705",http://www.maxcellents.com.sg/,express,//s.trackingmore.com/images/icons/express/maxcellents.png,SG,http://www.maxcellents.com.sg/,"Maxcellents Pte Ltd"
Shipa,shipa,80074472,http://shipa.com,express,//s.trackingmore.com/images/icons/express/shipa.png,UAE,https://tracking.shipadelivery.com/?bc=******,Shipa
"Nationwide Express",nationwide-my,"+60 603-5163 3333",http://www.nationwide2u.com/,express,//s.trackingmore.com/images/icons/express/nationwide-my.png,MY,http://www.nationwide2u.com/v2/care_track.cfm#,"Nationwide Express"
Buffalo,buffaloex,"+86 400-921-9066",http://www.buffaloex.com/index.html,express,//s.trackingmore.com/images/icons/express/buffaloex.png,,http://index.buffaloex.com/express/record/******?language=en,Buffalo
"Post Haste",posthaste,,http://www.posthaste.co.nz/default.html,express,//s.trackingmore.com/images/icons/express/posthaste.png,IT,https://www.posthaste.co.nz/phl/servlet/ITNG_TAndTServlet?page=1&VCCA=Enabled&Key_Type=BarCode&barcode_data=******,"Post Haste"
"Georgia Post",georgian-post,"(995) 2 24 09 09",http://www.gpost.ge/,globalpost,//s.trackingmore.com/images/icons/express/companylogo/7030.jpg,GE,http://www.gpost.ge/,格鲁吉亚邮政
"RPX Online",rpxonline,"+852 2620 0289",http://www.rpxonline.com/,express,//s.trackingmore.com/images/icons/express/rpxonline.png,,http://www.rpx.com.cn/,RPX保时达国际快递
"Score Jp",scorejp,"0081 03-5628-3591",http://www.scorejp.com/china/index.html,express,//s.trackingmore.com/images/icons/express/scorejp.png,,http://www.shuka-scorejp.com/SCJTrace/,中国流通王
"Flash Express",flashexpress,,http://www.flashexpress.co.th/,express,//s.trackingmore.com/images/icons/express/flashexpress.png,TH,https://www.flashexpress.co.th/tracking/?se=******,"Flash Express"
"Ghana Post",ghana-post,030-266-8619,http://www.ghanapost.com.gh/,globalpost,//s.trackingmore.com/images/icons/express/companylogo/7050.jpg,GH,https://tools.ghanapost.com.gh/toolsv1/,加纳邮政
"Gibraltar  Post",gibraltar-post,"+350 200 75714",http://www.post.gi/,globalpost,//s.trackingmore.com/images/icons/express/companylogo/90060.jpg,GI,https://www.royalgibraltar.post/track-and-trace/,直布罗陀邮政
"Nhans Solutions",nhans-solutions,"+65 66590749",http://www.nhans.sg/,express,//s.trackingmore.com/images/icons/express/nhans-solutions.png,SG,http://www.nhans.worldsyntech.com/,"Nhans Solutions"
"LD Logistics",ldlog,0755-29700570,http://www.ldlog.com.cn/,express,//s.trackingmore.com/images/icons/express/ldlog.png,CN,http://www.ldlog.com.cn/cxwl.asp,龙迅国际物流
"SCG Express",scg-express,,https://www.scgexpress.co.th,express,//s.trackingmore.com/images/icons/express/scg-express.png,TH,https://www.scgexpress.co.th/tracking/index,"SCG Express"
Espeedpost,espeedpost,"400 000 8105",http://www.espeedpost.com/,express,//s.trackingmore.com/images/icons/express/espeedpost.png,cn,http://www.espeedpost.com/html-tracking.html?trackingnumber=******#trackingresult,易速国际物流
"Greenland Post",tele-post,"89 15 55",http://www.post.gl/,globalpost,//s.trackingmore.com/images/icons/express/companylogo/96030.jpg,GL,https://tracktrace.telepost.services/?lang=kl&q=******,格陵兰岛邮政
"Jet-Ship Worldwide",jet-ship,,http://jet-ship.com/,express,//s.trackingmore.com/images/icons/express/jet-ship.png,SG,http://jet-ship.com/track.html,"Jet-Ship Worldwide"
XPOST,xpost,,https://www.xpost.ph,express,//s.trackingmore.com/images/icons/express/xpost.png,PH,https://www.xpost.ph/track,XPOST
"GLS Spain",gls-es,,http://www.gls-spain.es/en/,express,//s.trackingmore.com/images/icons/express/gls-es.png,ES,https://m.gls-spain.es/e/******/11404/en,"GLS 西班牙"
GmbH,myaustrianpost,,https://myaustrianpost.de/,express,//s.trackingmore.com/images/icons/express/myaustrianpost.png,DE,https://controlling.myaustrianpost.de/index.php?page=trackingBlank,澳邮欧洲专线平邮
"Amazon FBA UK Swiship",swiship-uk,,http://www.swiship.co.uk/track/,express,//s.trackingmore.com/images/icons/express/swiship-uk.png,UK,https://www.swiship.co.uk/track/?id=******,swiship-uk
"Guatemala Post",elcorreo,,http://www.elcorreo.com.gt/,globalpost,//s.trackingmore.com/images/icons/express/companylogo/7120.jpg,GT,http://www.elcorreo.com.gt/,危地马拉邮政
Ecargo,ecargo-asia,"+82) 1577-9817",http://ecargo.asia/,express,//s.trackingmore.com/images/icons/express/ecargo-asia.png,KR,http://www.ecargo.com/,Ecargo
"Guernsey Post",guernsey-post,"01481 711720",http://www.guernseypost.com/,globalpost,//s.trackingmore.com/images/icons/express/companylogo/90071.jpg,GG,https://www.guernseypost.com/track-trace,根西岛邮政
Delhivery,delhivery,"+91 (124) 6719500",http://www.delhivery.com/,express,//s.trackingmore.com/images/icons/express/delhivery.png,IN,https://www.delhivery.com/,Delhivery
Cosex,cosex,"+86 18157771790",http://www.huihe56.com,express,//s.trackingmore.com/images/icons/express/cosex.png,,http://www.huihe56.com/index/query/query.html,慧合物流
"Amazon FBA Swiship",swiship-usa,,https://www.swiship.com/track/,express,//s.trackingmore.com/images/icons/express/swiship-usa.png,US,https://www.swiship.com/track/?id=******,"亚马逊 Fba 智慧"
GLS,gls,"44 247 621 3455",https://gls-group.eu/EU/en/home,express,//s.trackingmore.com/images/icons/express/gls.png,,https://gls-group.eu/EU/en/parcel-tracking?match=******,GLS
"BRT Bartolini",bartolini,"+39 011 397 411 1",http://www.brt.it,express,//s.trackingmore.com/images/icons/express/bartolini.png,IT,https://vas.brt.it/vas/sped_det_show.htm?brtCode=******&RicercaBrtCode=Ricerca&referer=sped_numspe_par.htm&nSpediz=23456789012345678,"BRT Bartolini"
"ETS Express",ets-express,"+86 400-879-6597",http://www.ets-express.com/,express,//s.trackingmore.com/images/icons/express/ets-express.png,,http://www.ets-express.com/Home/Index/guiji.html,俄通收
"Hong Tai",ht56,400-8607777,http://www.ht56.com/index.html,express,//s.trackingmore.com/images/icons/express/ht56.png,,http://www.ht56.com/plus/order.php,鸿泰物流
"CGS Express",cgs-express,,http://cgs-express.com,express,//s.trackingmore.com/images/icons/express/cgs-express.png,CN,http://www.cgs-express.com:8082/trackIndex.htm,超光速国际速运
DPD,dpd,016050025777690,http://www.dpd.com/,express,//s.trackingmore.com/images/icons/express/dpd.png,,https://www.dpd.com/tracking,DPD
cometcourier,cometcourier,,,express,//s.trackingmore.com/images/icons/express/cometcourier.png,,
E-lian,elianpost,"+86 020-37413475",http://www.elianpost.com/index.html,express,//s.trackingmore.com/images/icons/express/elianpost.png,,http://manage.elianpost.com/web/trackstatus/init.do,易连供应链
Aramex,aramex,600-544000,http://www.aramex.com/,express,//s.trackingmore.com/images/icons/express/aramex.png,,https://www.aramex.com/track/results?ShipmentNumber=******,Aramex
TOLL,toll,"+61 13 15 31 / +852 8106 3232",http://www.tollgroup.com,express,//s.trackingmore.com/images/icons/express/toll.png,,https://www.mytoll.com/?externalSearchQuery=******&op=Search,TOLL
"Ecom Express",ecom-express,"+91 011-30212000",http://www.ecomexpress.in/,express,//s.trackingmore.com/images/icons/express/ecom-express.png,IN,https://ecomexpress.in/tracking/?awb_field=******,"Ecom Express"
Quantium,quantium,"+852 2318 1213",http://quantiumsolutions.com/hk-tc/,express,//s.trackingmore.com/images/icons/express/quantium.png,HK,https://quantiumsolutions.com/search.html?searchphrase=all&searchword=******,冠庭国际物流
"Bao Tongda Freight Forwarding",btd56,"+86 0755-83261581",http://www.btdair.com/en/,express,//s.trackingmore.com/images/icons/express/btd56.png,,http://www.btd56.com/cgi-bin/GInfo.dll?EmmisTrack,深圳宝通达
"Day & Ross",dayross,,https://dayross.com,express,//s.trackingmore.com/images/icons/express/dayross.png,CA,https://dayross.com/view-shipment-tracking?division=Freight&probillNumber=%20******,dayross
"Iceland Post",iceland-post,"+354 5801000",http://www.postur.is/,globalpost,//s.trackingmore.com/images/icons/express/companylogo/9010.jpg,IS,https://www.postur.is/en/individuals/domestic-parcels/track-shipment/?TrackingNumber=******,冰岛邮政
GDEX,gdex,"+60 03-77872222",http://www.gdexpress.com/,express,//s.trackingmore.com/images/icons/express/gdex.png,MY,https://web3.gdexpress.com/official/iframe/etracking_v4.php?input=******&choice=cnGdex,GDEX
"Alpha Fast",alpha-fast,"+02 290 2800",http://www.alphafast.com/,express,//s.trackingmore.com/images/icons/express/alpha-fast.png,TH,http://www.alphafast.com/th/track,"Alpha Fast快递"
"Shree Maruti Courier",shreemaruticourier,"+91 9712 666 666",https://www.shreemaruticourier.com/,express,//s.trackingmore.com/images/icons/express/shreemaruticourier.png,IN,https://www.shreemaruticourier.com/network-map/,"Shree Maruti Courier"
"TForce Final Mile",tforce,,https://www.tforcelogistics.com,express,//s.trackingmore.com/images/icons/express/tforce.png,CA,https://direct.tfesg.com/finalmiletrack/Track
"Omni Parcel",omniparcel,,http://track.omniparcel.com,express,//s.trackingmore.com/images/icons/express/omniparcel.png,,http://track.omniparcel.com/?id=******,"Omni Parcel快递"
"Indonesia Post",indonesia-post,"62 21 161",http://www.posindonesia.co.id/,globalpost,//s.trackingmore.com/images/icons/express/companylogo/9030.jpg,ID,http://www.posindonesia.co.id/,印度尼西亚邮政
"SkyNet Malaysia",skynet,"603- 56239090",http://www.skynet.com.my/,express,//s.trackingmore.com/images/icons/express/skynet.png,MY,http://www.skynet.com.my/track,SkyNet
"CDEK Express",cdek,"8 800 250-14-05",https://cdek-express.com/,express,//s.trackingmore.com/images/icons/express/cdek.png,,https://www.cdek.ru/track.html?order_id=******,CDEK快递
BQC,bqc,"+86 0755-2222 2232",http://www.1001000.com,express,//s.trackingmore.com/images/icons/express/bqc.png,,http://www.1001000.com/newwl/page/queryTrack,BQC百千诚物流
"Iran Post",iran-post,88532387​,http://post.ir/,globalpost,//s.trackingmore.com/images/icons/express/companylogo/9040.jpg,IR,http://post.ir/,伊朗邮政
"Trackon Courier",trackon,"079 - 40242100 /101 /102 /103",http://trackoncourier.com,express,//s.trackingmore.com/images/icons/express/trackon.png,IN,http://trackoncourier.com/default.aspx,Trackon
jtexpress-ph,jtexpress-ph,,,express,//s.trackingmore.com/images/icons/express/jtexpress-ph.png,,
Hnfywl,hnfywl,"+86 400-6673-777",http://www.hnfywl.com/,express,//s.trackingmore.com/images/icons/express/hnfywl.png,,http://www.hnfywl.com/search.asp,方圆物流
"Israel Post",israel-post,"+(972) 2 629 0691",http://www.israelpost.co.il/,globalpost,//s.trackingmore.com/images/icons/express/companylogo/9060.jpg,IL,https://mypost.israelpost.co.il/itemtrace,以色列邮政
JoeyCo,joeyco,"(855) 909-0053",https://www.joeyco.com,express,//s.trackingmore.com/images/icons/express/joeyco.png,CA,https://www.joeyco.com/tracking/******
"Netherland Post - PostNL",postnl-3s,"+31 (0)900 0990",https://www.postnl.nl,express,//s.trackingmore.com/images/icons/express/postnl-3s.png,NL,https://www.internationalparceltracking.com/#/search,"PostNL International 3S"
